id,date,home_team,home_team_score,visit_team,visit_team_score
400278091,2016/12/19,Atlanta Hawks,92,Oklahoma City Thunder,100
400278235,2016/1/8,Minnesota Timberwolves,108,Atlanta Hawks,103
400278253,2016/1/11,Atlanta Hawks,103,Utah Jazz,95
400278262,2016/1/12,Washington Wizards,93,Atlanta Hawks,83
400278328,2016/1/21,Atlanta Hawks,104,Minnesota Timberwolves,96
400278338,2016/1/23,Charlotte Bobcats,92,Atlanta Hawks,104
400278495,2016/2/13,Orlando Magic,76,Atlanta Hawks,108
400278522,2016/2/20,Atlanta Hawks,90,Miami Heat,103
400278579,2016/2/27,Utah Jazz,91,Atlanta Hawks,102
400278613,2016/3/4,Denver Nuggets,104,Atlanta Hawks,88
400278672,2016/3/12,Miami Heat,98,Atlanta Hawks,81
400278745,2016/3/22,Atlanta Hawks,93,Portland Trail Blazers,104
400278806,2016/3/30,Atlanta Hawks,97,Orlando Magic,88
400277823,2016/11/13,Charlotte Bobcats,92,Washington Wizards,76
400277834,2016/11/14,Minnesota Timberwolves,87,Charlotte Bobcats,89
400277904,2016/11/24,Washington Wizards,106,Charlotte Bobcats,108
400277921,2016/11/26,Oklahoma City Thunder,114,Charlotte Bobcats,69
400277965,2016/12/3,Charlotte Bobcats,112,Portland Trail Blazers,118
400278056,2016/12/15,Charlotte Bobcats,98,Orlando Magic,107
400278116,2016/12/22,Denver Nuggets,110,Charlotte Bobcats,88
400278131,2016/12/26,Charlotte Bobcats,92,Miami Heat,105
400278237,2016/1/9,Charlotte Bobcats,102,Utah Jazz,112
400278306,2016/1/18,Orlando Magic,100,Charlotte Bobcats,106
400278365,2016/1/26,Charlotte Bobcats,102,Minnesota Timberwolves,101
400278431,2016/2/4,Miami Heat,99,Charlotte Bobcats,94
400278510,2016/2/19,Orlando Magic,92,Charlotte Bobcats,105
400278544,2016/2/23,Charlotte Bobcats,99,Denver Nuggets,113
400278593,2016/3/1,Utah Jazz,98,Charlotte Bobcats,68
400278614,2016/3/4,Portland Trail Blazers,122,Charlotte Bobcats,105
400278635,2016/3/8,Charlotte Bobcats,94,Oklahoma City Thunder,116
400278649,2016/3/9,Washington Wizards,104,Charlotte Bobcats,87
400278714,2016/3/18,Charlotte Bobcats,119,Washington Wizards,114
400278761,2016/3/24,Miami Heat,109,Charlotte Bobcats,77
400278779,2016/3/27,Charlotte Bobcats,114,Orlando Magic,108
400278846,2016/4/5,Charlotte Bobcats,79,Miami Heat,89
400277750,2016/11/3,Miami Heat,119,Denver Nuggets,116
400277841,2016/11/15,Denver Nuggets,93,Miami Heat,98
400277972,2016/12/4,Washington Wizards,105,Miami Heat,101
400278059,2016/12/15,Miami Heat,102,Washington Wizards,72
400278079,2016/12/18,Miami Heat,103,Minnesota Timberwolves,92
400278112,2016/12/22,Miami Heat,105,Utah Jazz,89
400278127,2016/12/25,Miami Heat,103,Oklahoma City Thunder,97
400278174,2016/12/31,Orlando Magic,110,Miami Heat,112
400278220,2016/1/6,Miami Heat,99,Washington Wizards,71
400278249,2016/1/10,Portland Trail Blazers,92,Miami Heat,90
400278281,2016/1/14,Utah Jazz,104,Miami Heat,97
400278490,2016/2/12,Miami Heat,117,Portland Trail Blazers,104
400278507,2016/2/14,Oklahoma City Thunder,100,Miami Heat,110
400278612,2016/3/4,Minnesota Timberwolves,81,Miami Heat,97
400278623,2016/3/6,Miami Heat,97,Orlando Magic,96
400278769,2016/3/25,Orlando Magic,94,Miami Heat,108
400277736,2016/11/2,Orlando Magic,102,Denver Nuggets,89
400277780,2016/11/7,Minnesota Timberwolves,90,Orlando Magic,75
400277985,2016/12/5,Utah Jazz,87,Orlando Magic,81
400278070,2016/12/17,Orlando Magic,102,Minnesota Timberwolves,93
400278088,2016/12/19,Orlando Magic,90,Washington Wizards,83
400278121,2016/12/23,Orlando Magic,93,Utah Jazz,97
400278145,2016/12/28,Washington Wizards,105,Orlando Magic,97
400278230,2016/1/7,Portland Trail Blazers,125,Orlando Magic,119
400278244,2016/1/9,Denver Nuggets,108,Orlando Magic,105
400278276,2016/1/14,Washington Wizards,120,Orlando Magic,91
400278476,2016/2/10,Orlando Magic,110,Portland Trail Blazers,104
400278694,2016/3/15,Oklahoma City Thunder,117,Orlando Magic,104
400278743,2016/3/22,Orlando Magic,89,Oklahoma City Thunder,97
400278794,2016/3/29,Orlando Magic,97,Washington Wizards,92
400277853,2016/11/17,Washington Wizards,76,Utah Jazz,83
400277929,2016/11/28,Washington Wizards,84,Portland Trail Blazers,82
400278224,2016/1/7,Washington Wizards,101,Oklahoma City Thunder,99
400278311,2016/1/18,Denver Nuggets,108,Washington Wizards,112
400278333,2016/1/21,Portland Trail Blazers,95,Washington Wizards,98
400278345,2016/1/23,Utah Jazz,92,Washington Wizards,88
400278352,2016/1/25,Washington Wizards,114,Minnesota Timberwolves,101
400278532,2016/2/22,Washington Wizards,119,Denver Nuggets,113
400278627,2016/3/6,Minnesota Timberwolves,87,Washington Wizards,82
400278785,2016/3/27,Oklahoma City Thunder,103,Washington Wizards,80
400277799,2016/11/9,Denver Nuggets,104,Utah Jazz,84
400277886,2016/11/21,Minnesota Timberwolves,94,Denver Nuggets,101
400277922,2016/11/26,Utah Jazz,105,Denver Nuggets,103
400278039,2016/12/12,Minnesota Timberwolves,108,Denver Nuggets,105
400278099,2016/12/20,Portland Trail Blazers,101,Denver Nuggets,93
400278197,2016/1/3,Denver Nuggets,97,Minnesota Timberwolves,101
400278217,2016/1/5,Denver Nuggets,110,Utah Jazz,91
400278288,2016/1/15,Denver Nuggets,115,Portland Trail Blazers,111
400278294,2016/1/16,Oklahoma City Thunder,117,Denver Nuggets,97
400278324,2016/1/20,Denver Nuggets,121,Oklahoma City Thunder,118
400278580,2016/2/27,Portland Trail Blazers,109,Denver Nuggets,111
400278595,2016/3/1,Denver Nuggets,105,Oklahoma City Thunder,103
400278651,2016/3/9,Denver Nuggets,111,Minnesota Timberwolves,88
400278726,2016/3/19,Oklahoma City Thunder,104,Denver Nuggets,114
400278838,2016/4/3,Utah Jazz,96,Denver Nuggets,113
400277902,2016/11/23,Portland Trail Blazers,103,Minnesota Timberwolves,95
400278097,2016/12/20,Minnesota Timberwolves,99,Oklahoma City Thunder,93
400278193,2016/1/2,Utah Jazz,106,Minnesota Timberwolves,84
400278214,2016/1/5,Minnesota Timberwolves,97,Portland Trail Blazers,102
400278243,2016/1/9,Oklahoma City Thunder,106,Minnesota Timberwolves,84
400278433,2016/2/4,Minnesota Timberwolves,98,Portland Trail Blazers,100
400278504,2016/2/13,Minnesota Timberwolves,93,Utah Jazz,97
400278539,2016/2/22,Oklahoma City Thunder,127,Minnesota Timberwolves,111
400278599,2016/3/2,Portland Trail Blazers,109,Minnesota Timberwolves,94
400278801,2016/3/29,Minnesota Timberwolves,101,Oklahoma City Thunder,93
400277742,2016/11/2,Oklahoma City Thunder,106,Portland Trail Blazers,92
400277949,2016/11/30,Oklahoma City Thunder,106,Utah Jazz,94
400278274,2016/1/13,Portland Trail Blazers,83,Oklahoma City Thunder,87
400278492,2016/2/12,Utah Jazz,109,Oklahoma City Thunder,94
400278682,2016/3/13,Oklahoma City Thunder,110,Utah Jazz,87
400278763,2016/3/24,Oklahoma City Thunder,103,Portland Trail Blazers,83
400278413,2016/2/1,Utah Jazz,86,Portland Trail Blazers,77
400278423,2016/2/2,Portland Trail Blazers,105,Utah Jazz,99
400278804,2016/3/29,Portland Trail Blazers,95,Utah Jazz,105
400278826,2016/4/1,Utah Jazz,112,Portland Trail Blazers,102
